"species","common.name","label","longitude","latitude","site.type","year","pct.freq","avg.cov","invasive"
"Typha latifolia","broadleaf cattail","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,40,1,FALSE
"Typha latifolia","broadleaf cattail","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Typha latifolia","broadleaf cattail","RAM-27",-68.18229706,44.34310574,"RAM",2019,100,NA,FALSE
"Typha latifolia","broadleaf cattail","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,20,0.02,FALSE
"Typha latifolia","broadleaf cattail","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,40,0.04,FALSE
"Typha latifolia","broadleaf cattail","RAM-23",-68.24042204,44.39152054,"RAM",2019,100,NA,FALSE
"Utricularia cornuta","horned bladderwort","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,100,0.1,FALSE
"Utricularia cornuta","horned bladderwort","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,80,0.08,FALSE
"Utricularia cornuta","horned bladderwort","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,100,0.66,FALSE
"Utricularia gibba","humped bladderwort","RAM-11",-68.06659455,44.35799607,"RAM",2018,25,NA,FALSE
"Utricularia gibba","humped bladderwort","RAM-24",-68.3101661,44.23782062,"RAM",2019,75,NA,FALSE
"Utricularia intermedia","flat-leaf bladderwort","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Utricularia intermedia","flat-leaf bladderwort","RAM-19",-68.20691532,44.36620222,"RAM",2018,50,NA,FALSE
"Utricularua vulgaris","Common bladderwort","RAM-19",-68.20691532,44.36620222,"RAM",2018,50,NA,FALSE
"Uvularia sessilifolia","sessile-leaf bellwort","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Uvularia sessilifolia","sessile-leaf bellwort","RAM-15",-68.39214231,44.29095012,"RAM",2018,50,NA,FALSE
"Uvularia sessilifolia","sessile-leaf bellwort","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-21",-68.35327308,44.27259396,"RAM",2019,75,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-20",-68.34977938,44.25974494,"RAM",2018,75,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,80,0.08,FALSE
"Vaccinium angustifolium","lowbush blueberry","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,40,0.22,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-27",-68.18229706,44.34310574,"RAM",2019,50,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,20,0.02,FALSE
"Vaccinium angustifolium","lowbush blueberry","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,100,0.1,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-16",-68.3481271,44.27841031,"RAM",2018,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-14",-68.31592878,44.41210554,"RAM",2018,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-12",-68.31633807,44.41337469,"RAM",2018,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-16",-68.3481271,44.27841031,"RAM",2018,75,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","Heath Brook",-68.36971394,44.27832207,"Sentinel",2011,20,0.4,FALSE
"Vaccinium corymbosum","highbush blueberry","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,20,0.4,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,40,0.04,FALSE
"Vaccinium corymbosum","highbush blueberry","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,20,0.02,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-12",-68.31633807,44.41337469,"RAM",2018,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-14",-68.31592878,44.41210554,"RAM",2018,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-15",-68.39214231,44.29095012,"RAM",2018,25,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-21",-68.35327308,44.27259396,"RAM",2019,75,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-18",-68.29573187,44.37963654,"RAM",2018,25,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-23",-68.24042204,44.39152054,"RAM",2019,25,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-18",-68.29573187,44.37963654,"RAM",2018,25,NA,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-27",-68.18229706,44.34310574,"RAM",2019,100,NA,FALSE
"Vaccinium macrocarpon","large cranberry","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,40,0.04,FALSE
"Vaccinium macrocarpon","large cranberry","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,100,1.24,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-12",-68.31633807,44.41337469,"RAM",2018,75,NA,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Vaccinium macrocarpon","large cranberry","New Mills Meadow",-68.23956376,44.390978,"Sentinel",2011,100,0.28,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,50,NA,FALSE
"Vaccinium macrocarpon","large cranberry","Heath Brook",-68.36971394,44.27832207,"Sentinel",2011,80,0.08,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-14",-68.31592878,44.41210554,"RAM",2018,50,NA,FALSE
"Vaccinium macrocarpon","large cranberry","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,100,0.1,FALSE
"Vaccinium macrocarpon","large cranberry","Gilmore Meadow",-68.27163738,44.36272678,"Sentinel",2011,20,0.02,FALSE
"Vaccinium macrocarpon","large cranberry","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,80,0.08,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-23",-68.24042204,44.39152054,"RAM",2019,100,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-12",-68.31633807,44.41337469,"RAM",2018,25,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-20",-68.34977938,44.25974494,"RAM",2018,25,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,40,0.04,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-24",-68.3101661,44.23782062,"RAM",2019,50,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-21",-68.35327308,44.27259396,"RAM",2019,25,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-22",-68.3841871,44.33756254,"RAM",2019,75,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-16",-68.3481271,44.27841031,"RAM",2018,25,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-30",-68.23693131,44.38148925,"RAM",2019,50,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-15",-68.39214231,44.29095012,"RAM",2018,50,NA,FALSE
"Vaccinium myrtilloides","velvetleaf huckleberry","RAM-11",-68.06659455,44.35799607,"RAM",2018,75,NA,FALSE
"Vaccinium oxycoccos","small cranberry","Duck Pond",-68.37978134,44.319544,"Sentinel",2011,100,0.46,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-17",-68.25500862,44.38420813,"RAM",2018,25,NA,FALSE
"Vaccinium oxycoccos","small cranberry","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,80,0.08,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-14",-68.31592878,44.41210554,"RAM",2018,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,100,0.28,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,40,0.04,FALSE
"Vaccinium oxycoccos","small cranberry","Great Meadow (IAH)",-68.61602787,44.04849142,"Sentinel",2011,100,0.1,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-12",-68.31633807,44.41337469,"RAM",2018,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-23",-68.24042204,44.39152054,"RAM",2019,75,NA,FALSE
"Vaccinium vitis-idaea","lingonberry","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Vaccinium vitis-idaea","lingonberry","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,20,0.02,FALSE
"Vaccinium vitis-idaea","lingonberry","RAM-11",-68.06659455,44.35799607,"RAM",2018,50,NA,FALSE
"Vaccinium vitis-idaea","lingonberry","RAM-29",-68.37987394,44.3424227,"RAM",2019,25,NA,FALSE
"Vaccinium vitis-idaea","lingonberry","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Vaccinium vitis-idaea","lingonberry","RAM-22",-68.3841871,44.33756254,"RAM",2019,75,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,40,0.04,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","Western Mtn. Swamp",-68.36793572,44.28553673,"Sentinel",2011,60,0.06,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-24",-68.3101661,44.23782062,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-16",-68.3481271,44.27841031,"RAM",2018,50,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-25",-68.34868052,44.28223972,"RAM",2019,25,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-28",-68.2929369,44.38005757,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-26",-68.28860457,44.32545225,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-23",-68.24042204,44.39152054,"RAM",2019,50,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-22",-68.3841871,44.33756254,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-29",-68.37987394,44.3424227,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-18",-68.29573187,44.37963654,"RAM",2018,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-14",-68.31592878,44.41210554,"RAM",2018,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-11",-68.06659455,44.35799607,"RAM",2018,75,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-20",-68.34977938,44.25974494,"RAM",2018,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-30",-68.23693131,44.38148925,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-12",-68.31633807,44.41337469,"RAM",2018,100,NA,FALSE
"Viburnum nudum","wild raisin","Hodgdon Swamp",-68.39378049,44.32866631,"Sentinel",2011,60,0.06,FALSE
"Viburnum nudum","wild raisin","Frazer Fen",-68.06153589,44.36231448,"Sentinel",2011,100,0.28,FALSE
"Vicia cracca","bird vetch","RAM-13",-68.2118443,44.36900451,"RAM",2018,75,NA,FALSE
"Viola","violet","RAM-21",-68.35327308,44.27259396,"RAM",2019,100,NA,FALSE
"Viola","violet","RAM-11",-68.06659455,44.35799607,"RAM",2018,100,NA,FALSE
"Viola","violet","RAM-16",-68.3481271,44.27841031,"RAM",2018,75,NA,FALSE
"Viola","violet","RAM-15",-68.39214231,44.29095012,"RAM",2018,100,NA,FALSE
"Viola","violet","RAM-26",-68.28860457,44.32545225,"RAM",2019,25,NA,FALSE
"Viola","violet","RAM-25",-68.34868052,44.28223972,"RAM",2019,50,NA,FALSE
"Viola","violet","RAM-30",-68.23693131,44.38148925,"RAM",2019,25,NA,FALSE
"Viola","violet","Little Hunter's Brook",-68.2134901,44.30421097,"Sentinel",2011,100,0.1,FALSE
"Viola","violet","RAM-27",-68.18229706,44.34310574,"RAM",2019,25,NA,FALSE
"Xyris montana","northern yellow-eyed-grass","Big Heath",-68.32040359,44.23614962,"Sentinel",2011,40,0.04,FALSE
"Acer rubrum","red maple","RAM-31",-68.27126936,44.36372646,"RAM",2020,75,NA,FALSE
"Alnus incana","gray alder","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Amelanchier","serviceberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Betula populifolia","gray birch","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Calamagrostis canadensis","bluejoint","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Carex lasiocarpa","woolly-fruit sedge","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Carex stricta","upright sedge","RAM-31",-68.27126936,44.36372646,"RAM",2020,75,NA,FALSE
"Carex utriculata","Northwest Territory sedge","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Comptonia peregrina","sweet fern","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Dichanthelium acuminatum","tapered rosette grass","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Dulichium arundinaceum","threeway sedge","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Eriophorum tenellum","fewnerved cottongrass","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Euthamia graminifolia","flattop goldentop","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Glyceria canadensis","rattlesnake mannagrass","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Ilex verticillata","common winterberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,50,NA,FALSE
"Juncus acuminatus","tapertip rush","RAM-31",-68.27126936,44.36372646,"RAM",2020,50,NA,FALSE
"Juncus canadensis","Canadian rush","RAM-31",-68.27126936,44.36372646,"RAM",2020,75,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Larix laricina","tamarack","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-31",-68.27126936,44.36372646,"RAM",2020,50,NA,FALSE
"Myrica gale","sweetgale","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Pinus strobus","eastern white pine","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Pteridium aquilinum","brackenfern","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Quercus rubra","northern red oak","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Rhynchospora alba","white beaksedge","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Rubus hispidus","bristly dewberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,50,NA,FALSE
"Solidago","goldenrod species","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Sparganium americanum","American bur-reed","RAM-31",-68.27126936,44.36372646,"RAM",2020,50,NA,FALSE
"Spiraea alba","white meadowsweet","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Spiraea tomentosa","steeplebush","RAM-31",-68.27126936,44.36372646,"RAM",2020,75,NA,FALSE
"Triadenum virginicum","Virginia marsh St. Johnswort","RAM-31",-68.27126936,44.36372646,"RAM",2020,100,NA,FALSE
"Typha latifolia","broadleaf cattail","RAM-31",-68.27126936,44.36372646,"RAM",2020,50,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Vaccinium corymbosum","highbush blueberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,25,NA,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-31",-68.27126936,44.36372646,"RAM",2020,75,NA,FALSE
"Acer rubrum","red maple","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Alnus incana","gray alder","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Arisaema triphyllum","Jack in the pulpit","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Calamagrostis canadensis","bluejoint","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Carex exilis","coastal sedge","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Carex folliculata","long sedge","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Carex stricta","upright sedge","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Coptis trifolia","threeleaf goldthread","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Epilobium leptophyllum","bog willowherb","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Eurybia radula","low rough aster","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Gaylussacia dumosa","dwarf huckleberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Glyceria striata","fowl manna grass","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Gymnadeniopsis clavellata","green woodland orchid","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Ilex verticillata","common winterberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Iris versicolor","harlequin blueflag","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Juniperus communis","common juniper","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Larix laricina","tamarack","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Linnaea borealis","twinflower","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Lonicera villosa","mountain fly honeysuckle","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Morella pensylvanica","northern bayberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Muhlenbergia uniflora","bog muhly","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Myrica gale","sweetgale","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Phegopteris connectilis","northern beech fern","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Picea mariana","black spruce","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Picea rubens","red spruce","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Pteridium aquilinum","brackenfern","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Rhododendron canadense","rhodora","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Rhododendron groenlandicum","bog Labrador tea","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Rhynchospora alba","white beaksedge","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Rosa nitida","shining rose","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Rubus hispidus","bristly dewberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Sarracenia purpurea","purple pitcherplant","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Solidago uliginosa","bog goldenrod","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Spiraea alba","white meadowsweet","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Spiraea tomentosa","steeplebush","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Symplocarpus foetidus","skunk cabbage","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Thelypteris palustris","eastern marsh fern","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Thuja occidentalis","eastern white cedar","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Trichophorum cespitosum","tufted bulrush","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Trientalis borealis","starflower","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Vaccinium macrocarpon","large cranberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,75,NA,FALSE
"Vaccinium oxycoccos","small cranberry","RAM-32",-68.6352505,44.05983668,"RAM",2020,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-32",-68.6352505,44.05983668,"RAM",2020,25,NA,FALSE
"Viola","violet","RAM-32",-68.6352505,44.05983668,"RAM",2020,50,NA,FALSE
"Acer rubrum","red maple","RAM-33",-68.23907712,44.38638719,"RAM",2020,50,NA,FALSE
"Alnus incana","gray alder","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Andromeda polifolia","bog rosemary","RAM-33",-68.23907712,44.38638719,"RAM",2020,75,NA,FALSE
"Betula populifolia","gray birch","RAM-33",-68.23907712,44.38638719,"RAM",2020,50,NA,FALSE
"Calamagrostis canadensis","bluejoint","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Carex atlantica","prickly bog sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,50,NA,FALSE
"Carex exilis","coastal sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,25,NA,FALSE
"Carex lasiocarpa","woolly-fruit sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Carex oligosperma","fewseed sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,75,NA,FALSE
"Carex stricta","upright sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Carex utriculata","Northwest Territory sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,75,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Cladium mariscoides","smooth sawgrass","RAM-33",-68.23907712,44.38638719,"RAM",2020,75,NA,FALSE
"Drosera intermedia","spoonleaf sundew","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Dulichium arundinaceum","threeway sedge","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Ilex verticillata","common winterberry","RAM-33",-68.23907712,44.38638719,"RAM",2020,50,NA,FALSE
"Juncus acuminatus","tapertip rush","RAM-33",-68.23907712,44.38638719,"RAM",2020,75,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-33",-68.23907712,44.38638719,"RAM",2020,25,NA,FALSE
"Myrica gale","sweetgale","RAM-33",-68.23907712,44.38638719,"RAM",2020,100,NA,FALSE
"Nuphar variegata","spatterdock","RAM-33",-68.23907712,44.38638719,"RAM",2020,75,NA,FALSE
