"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","avg.cov","coc","nativity","stress.tol","notes"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"GLYCERIA CANADENSIS","GLCA",0.06,4,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"GLYCERIA CANADENSIS","GLCA",0.44,4,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"GLYCERIA CANADENSIS","GLCA",0.04,4,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"GLYCERIA STRIATA","GLST",0.02,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"HYPERICUM BOREALE","HYBO2",0.02,6,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"HYPERICUM CANADENSE","HYCA7",0.02,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"ILEX VERTICILLATA","ILVE",0.02,4,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"IRIS VERSICOLOR","IRVE2",0.02,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"JUNCUS ACUMINATUS","JUAC",20.22,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"JUNCUS ACUMINATUS","JUAC",0.62,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"JUNCUS ACUMINATUS","JUAC",0.62,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"JUNCUS BREVICAUDATUS","JUBR4",0.42,3,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"JUNCUS BREVICAUDATUS","JUBR4",0.28,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"JUNCUS BREVICAUDATUS","JUBR4",2.8,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"LYCOPUS AMERICANUS","LYAM",0.06,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"LYSIMACHIA TERRESTRIS","LYTE2",0.02,3,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"LYSIMACHIA TERRESTRIS","LYTE2",0.08,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"LYSIMACHIA TERRESTRIS","LYTE2",0.08,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"MYRICA GALE","MYGA",35.02,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"MYRICA GALE","MYGA",36.6,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"MYRICA GALE","MYGA",46.4,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"NUPHAR LUTEA SSP. VARIEGATA","NULUV",0.02,4,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"POTAMOGETON EPIHYDRUS","POEP2",0.08,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"POTAMOGETON OAKESIANUS","POOA",0.64,7,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"POTAMOGETON OAKESIANUS","POOA",1.44,7,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"RHYNCHOSPORA ALBA","RHAL3",0.02,6,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"RHYNCHOSPORA ALBA","RHAL3",0.2,6,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"SPARGANIUM AMERICANUM","SPAM",7.62,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"SPARGANIUM AMERICANUM","SPAM",2.02,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"SPARGANIUM AMERICANUM","SPAM",1.2,5,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"SPARGANIUM EMERSUM","SPEM2",0.02,3,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"SPARGANIUM EMERSUM","SPEM2",1.2,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"SPARGANIUM EMERSUM","SPEM2",3.2,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"SPARGANIUM NATANS","SPNA",0.02,6,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"SPIRAEA ALBA","SPAL2",1.46,3,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"SPIRAEA ALBA","SPAL2",0.26,3,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"SPIRAEA ALBA VAR. LATIFOLIA","SPALL",1.64,3,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"SPIRAEA TOMENTOSA","SPTO2",0.02,4,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"SPIRAEA TOMENTOSA","SPTO2",0.06,4,"native",1,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"TRIADENUM VIRGINICUM","TRVI2",0.08,6,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"TRIADENUM VIRGINICUM","TRVI2",0.02,6,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"TRIADENUM VIRGINICUM","TRVI2",0.26,6,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"TYPHA LATIFOLIA","TYLA",1,2,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"TYPHA LATIFOLIA","TYLA",2.42,2,"native",1,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"TYPHA LATIFOLIA","TYLA",2.4,2,"native",1,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"UTRICULARIA GIBBA","UTGI",0.06,6,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"UTRICULARIA INTERMEDIA","UTIN2",0.04,6,"native",0,"Gilmore Meadow"
"NWCA11-R304","GILM","SEN",2011,558038.912706,4912418.31945,"VACCINIUM MACROCARPON","VAMA",0.02,5,"native",0,"Gilmore Meadow"
"NWCA16-R304","GILM","SEN",2016,558038.912706,4912418.31945,"VACCINIUM MACROCARPON","VAMA",0.2,5,"native",0,"Gilmore Meadow"
"NWC21-ME-HP304","GILM","SEN",2021,558038.912706,4912418.31945,"VACCINIUM MACROCARPON","VAMA",1.04,5,"native",0,"Gilmore Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ACER RUBRUM","ACRU",0.04,3,"native",1,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ACER RUBRUM","ACRU",0.1,3,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ACER RUBRUM","ACRU",0.08,3,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ALNUS INCANA SPP. RUGOSA","ALINR",0.02,3,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ALNUS VIRIDIS","ALVI5",0.02,4,"native",1,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ALNUS VIRIDIS","ALVI5",0.02,4,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ARETHUSA BULBOSA","ARBU",0.28,9,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ARETHUSA BULBOSA","ARBU",0.1,9,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ARETHUSA BULBOSA","ARBU",1.4,9,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ARONIA MELANOCARPA","ARME6",0.08,5,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ARONIA MELANOCARPA","ARME6",0.1,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ARONIA MELANOCARPA","ARME6",0.1,5,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"BARTONIA PANICULATA","BAPA2",2.84,7,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"BARTONIA PANICULATA","BAPA2",0.04,7,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"BARTONIA PANICULATA","BAPA2",0.04,7,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"CALOPOGON TUBEROSUS","CATU5",0.1,7,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"CALOPOGON TUBEROSUS","CATU5",0.1,7,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"CALOPOGON TUBEROSUS VAR. TUBEROSUS","CATUT",0.08,7,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"CHAMAEDAPHNE CALYCULATA","CHCA2",0.1,5,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"CHAMAEDAPHNE CALYCULATA","CHCA2",0.1,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"CHAMAEDAPHNE CALYCULATA","CHCA2",0.28,5,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"DROSERA INTERMEDIA","DRIN3",7,5,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"DROSERA INTERMEDIA","DRIN3",8.8,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"DROSERA INTERMEDIA","DRIN3",9.82,5,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ERIOPHORUM ANGUSTIFOLIUM","ERAN6",1.26,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ERIOPHORUM ANGUSTIFOLIUM","ERAN6",4.64,6,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ERIOPHORUM VIRGINICUM","ERVI8",2.04,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ERIOPHORUM VIRGINICUM","ERVI8",3.4,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ERIOPHORUM VIRGINICUM","ERVI8",1.04,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"GAYLUSSACIA BIGELOVIANA","GABI7",23.6,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"GAYLUSSACIA DUMOSA","GADU",35,8,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"GAYLUSSACIA DUMOSA","GADU",22.2,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ILEX GLABRA","ILGL",7.82,8,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ILEX GLABRA","ILGL",4.42,8,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ILEX GLABRA","ILGL",18.4,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"ILEX MUCRONATA","ILMU",0.04,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"ILEX MUCRONATA","ILMU",0.06,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"ILEX MUCRONATA","ILMU",0.04,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"JUNCUS ACUMINATUS","JUAC",1.62,5,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"JUNCUS CANADENSIS","JUCA3",29.2,4,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"JUNCUS CANADENSIS","JUCA3",0.26,4,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"KALMIA ANGUSTIFOLIA","KAAN",0.04,4,"native",1,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"KALMIA ANGUSTIFOLIA","KAAN",0.04,4,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"KALMIA ANGUSTIFOLIA SPP. ANGUSTIFOLIA","KAAN",0.04,4,"native",1,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"LARIX LARICINA","LALA",0.06,4,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"LEDUM GROENLANDICUM","LEGR",0.02,8,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"LEDUM GROENLANDICUM","LEGR",0.02,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"MUHLENBERGIA UNIFLORA","MUUN",0.04,4,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"MUHLENBERGIA UNIFLORA","MUUN",0.02,4,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"MYRICA GALE","MYGA",7,5,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"MYRICA GALE","MYGA",5,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"MYRICA GALE","MYGA",3.4,5,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"OCLEMENA NEMORALIS","OCNE2",1.42,8,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"OCLEMENA NEMORALIS","OCNE2",1.02,8,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"OCLEMENA NEMORALIS","OCNE2",1.22,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"PICEA MARIANA","PIMA",0.02,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"PICEA MARIANA","PIMA",0.06,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"PICEA MARIANA","PIMA",0.08,6,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"POGONIA OPHIOGLOSSOIDES","POOP",0.66,5,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"POGONIA OPHIOGLOSSOIDES","POOP",0.04,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"POGONIA OPHIOGLOSSOIDES","POOP",0.1,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"RHODODENDRON GROENLANDICUM","RHGR3",0.02,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"RHYNCHOSPORA ALBA","RHAL3",2.26,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"RHYNCHOSPORA ALBA","RHAL3",15,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"RHYNCHOSPORA ALBA","RHAL3",3.42,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"RHYNCHOSPORA FUSCA","RHFU",0,6,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"SARRACENIA PURPUREA","SAPU4",0.1,7,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"SARRACENIA PURPUREA","SAPU4",1.02,7,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"SARRACENIA PURPUREA SPP. PURPUREA","SAPU4",0.1,7,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"SOLIDAGO ULIGINOSA","SOUL",0.02,8,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"SOLIDAGO ULIGINOSA","SOUL",0.02,8,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"SOLIDAGO ULIGINOSA VAR. PERACUTA","SOULP",0.04,8,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"SYMPLOCARPUS FOETIDUS","SYFO",0.8,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"SYMPLOCARPUS FOETIDUS","SYFO",0.8,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"SYMPLOCARPUS FOETIDUS","SYFO",0.2,6,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"THUJA OCCIDENTALIS","THOC2",0.04,3,"native",1,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"THUJA OCCIDENTALIS","THOC2",0.08,3,"native",1,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"THUJA OCCIDENTALIS","THOC2",0.1,3,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"TRIENTALIS BOREALIS","TRBO2",0.02,4,"native",1,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"UTRICULARIA CORNUTA","UTCO",0.66,6,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"UTRICULARIA CORNUTA","UTCO",0.06,6,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"UTRICULARIA CORNUTA","UTCO",0.02,6,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"VACCINIUM MACROCARPON","VAMA",1.24,5,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"VACCINIUM MACROCARPON","VAMA",5.62,5,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"VACCINIUM MACROCARPON","VAMA",9.64,5,"native",0,"Great Meadow"
"NWCA11-R307","GRME","SEN",2011,530759.542631,4877329.3529,"VACCINIUM OXYCOCCOS","VAOX",0.1,7,"native",0,"Great Meadow"
"NWCA16-R307","GRME","SEN",2016,530759.542631,4877329.3529,"VACCINIUM OXYCOCCOS","VAOX",0.1,7,"native",0,"Great Meadow"
"NWC21-ME-HP307","GRME","SEN",2021,530759.542631,4877329.3529,"VACCINIUM OXYCOCCOS","VAOX",0.28,7,"native",0,"Great Meadow"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"ACER RUBRUM","ACRU",0.22,3,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"ACER RUBRUM","ACRU",0.44,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"ACER RUBRUM","ACRU",0.06,3,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"ALNUS INCANA",NA,6.2,NA,NA,NA,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"ALNUS INCANA","ALIN2",7.4,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"ALNUS INCANA SPP. RUGOSA","ALINR",7.6,3,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"AMELANCHIER","AMELA",0.02,4.33333333333333,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"AMELANCHIER","AMELA",0.02,4.33333333333333,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"AMELANCHIER","AMELA",0.04,4.33333333333333,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"CALAMAGROSTIS CANADENSIS","CACA4",0.62,3,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"CALAMAGROSTIS CANADENSIS","CACA4",1.06,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"CALAMAGROSTIS CANADENSIS","CACA4",4.62,3,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"CAREX LASIOCARPA","CALA11",4,6,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"CAREX LASIOCARPA","CALA11",0.4,6,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"CAREX LASIOCARPA SPP. AMERICANA","CALAA",0.6,6,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"CAREX STRICTA","CAST8",16.6,4,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"CAREX STRICTA","CAST8",26,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"CAREX STRICTA","CAST8",6.6,4,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"CAREX UTRICULATA","CAUT",1.4,5,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"CAREX UTRICULATA","CAUT",1.04,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"CAREX UTRICULATA","CAUT",0.82,5,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"CHAMAEDAPHNE CALYCULATA","CHCA2",5.8,5,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"CHAMAEDAPHNE CALYCULATA","CHCA2",11,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"CHAMAEDAPHNE CALYCULATA","CHCA2",8,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"CHAMAEPERICLYMENUM CANADENSE","CHCA24",0.02,5,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"DROSERA ROTUNDIFOLIA","DRRO",0.02,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"DROSERA ROTUNDIFOLIA","DRRO",0.02,4,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"DULICHIUM ARUNDINACEUM","DUAR3",0.02,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"DULICHIUM ARUNDINACEUM","DUAR3",0.02,5,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"EPILOBIUM LEPTOPHYLLUM","EPLE2",0.02,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"EPILOBIUM LEPTOPHYLLUM","EPLE2",0.06,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"GAULTHERIA HISPIDULA","GAHI2",0.02,6,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"ILEX MUCRONATA","ILMU",0.02,6,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"ILEX MUCRONATA","ILMU",0.04,6,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"ILEX MUCRONATA","ILMU",0.04,6,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"ILEX VERTICILLATA","ILVE",5.2,4,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"ILEX VERTICILLATA","ILVE",5.2,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"ILEX VERTICILLATA","ILVE",6.82,4,"native",1,"Heath Brook"
